question1	question2	is_duplicate
먹통이야 답답하다	말이 안 통해	0
온다고 했는데 왜 안 오지?	온다고 했는데 왜 안 오지?	0
좋아하는 남자애한테 자연스럽게 연락하는 방법 뭐 있을까.	좋아하는 마음이 안 생길 것 같다고 떠난 남자.	1
취직해야 할텐데	취직 원츄	0
직장이 맘에 든적이 없는 거 같애	직장운 없는 거 같애	0
에휴 후폭풍인가봐	여섯번째 이별이에요	1
사랑 없는 삶은 불행할까?	사랑하는 사람 없으면 불행할까?	0
잠 와	졸려	0
짝남 섞인 술자리 갈 예정.	짝남 섞인 술자리 갈 예정.	0
머리는 이제 완전히 이해가됬네 가슴은아직이지만	머리와 가슴이 따로놉니다	1
의미 있는 일 하고 싶다.	의미 있는 일이 뭐가 있을까	0
부자친구 스트레스	친구네 집이 부자라 우리집에 초대를 못하겠어	0
일어나보니까 침대에서 떨어져 있었어	자다가 침대에서 떨어졌어	0
미치도록 보고싶네.	미친듯이 보고싶어.	0
아이돌이 남친이면 좋을텐데	내 남자친구 아이돌이면 좋겠다.	0
회식 재미없어	회식 좀 그만 했으면ㅜㅜ	0
반갑습니다.	반가워	0
이별한지 한 달이 넘었고 괜찮은 줄 알았는데	이별했네	1
상 받고 싶어	상 받으면 좋겠지?	0
연애 잘하는 사람 부러워	연애 고수 부러워	0
서로가 원치 않았던 이별	성급했던 것 같네	1
썸남한테 표현 못하겠어. 어떻게 해?	표현 못하겠어. 어떻게 해?	0
시험 준비 언제 끝나	시험 준비 빨리 끝났으면	0
짝남한테 감정 소모 안하고 싶다.	짝남한테 감정 소모 안하고 싶다.	0
면접만 보면 돼	면접만 남았어	0
여자친구가 나를 떠날까봐 고민이야.	여자친구가 나를 떠날까봐 고민이야.	0
사랑없이 결혼 가능해?	사랑없이 결혼 가능해?	0
인간의 성향은 변하지 않나 봅니다.	일방적인 통보로 헤어졌습니다	1
그 애 앞에서 말을 잘 못하겠어	그녀는 내가 좋아하는 이 상황을 즐기는 것 같아.	1
비정규직 차별 받는 느낌들어.	비정규직이라고 지금 차별하는건가.	0
어제 이별하고 맘이 너무 아파	어제 헤어진 여자친구 연락 왔다고 글 썼는데 ㅋㅋ	1
학교 재밌으면 좋겠어	학교생활 재밌게 하고 싶어	0
발표 잘 하고 싶어	발표 무사히 끝내고 싶어	0
산다는건 뭘까?	잘 사는 게 뭘까?	0
뭔가 뒷맛이 쓰다	인생이 쓰디쓰다	1
저녁 메뉴 좀 골라줘	저녁 메뉴 추천 해줘	0
우연이 만났는데 운명이 됐어	우연이 운명이 됐어	0
재밌는거 해 줘	놀아줘	0
날 버려달라고	날씨가 좋아서 좋긴한데 또 싫네	1
썸이 왜 깨졌는지 모르겠어	썸이 왜 깨졌는지 모르겠어	0
축가 불러 주기로 했어	축가 불러 주는 친구 결혼식	0
도대체 중간이 없어	중간이 없어	0
블록체인이 왜 이렇게 시끄러워	블록체인이 뭐야?	0
뭔가 배워볼까	뭐라도 배워볼까	0
짝남이 남친이 되었어요.	짝남이 남친이 되었어요.	0
버리기 아까운데 리폼 해볼까	리폼 해볼까	0
고백하고 어색해지면 어떡하지?	고백했다 차이면 어쩌지?	0
결혼식에 하객이 없을 까봐 걱정돼	하객 없는 결혼식일까봐 걱정돼	0
나 바보인가봐 사랑한다고 말을 못하겠어	사랑한다고 어떻게 고백하지	0
썸 타는 여자애 프사에 남자 누굴까.	훔쳐보는 것도 눈치 보임.	1
어디서 왔어?	얼마나 노력하면 잘 할 수 있을까?	1
내사랑은 어디 있나	내 짝은 어디있을까	0
시간 잘 떼우는 방법	뭐하면 시간이 잘 갈까	0
오늘도 보고 왔어	오늘도 집에만 있을 예정	1
짝남이 나를 좋아하는 애의 친구인데 어떡해?	짝남이 나를 좋아하는 애의 친구인데 어떡해?	0
직구로 사면 싸겠지	직구로 사야지	0
해외여행 가고 싶어.	해외여행가면 좋겠지	0
아빠가 담배 끊었으면 좋겠어	아빠가 담배 그만 피웠으면	0
맞는 결정을 한거겠지?	나 결정 잘 한거지?	0
소심한 남자와의 연애	연애하는 남자가 좀 소심해	0
이별을 배워가는	이별을 하고야 후회를 하네	1
결혼준비하면서 과연 행복할까 고민돼	결혼해도 되는 건지 모르겠어	0
한 번 사는 인생인데	내 인생의 주인공은 나야	0
좋아하는 여자애 생각하느라 성적이 떨어짐.	좋아하는 여자애 생각하느라 성적이 떨어짐.	0
영양제 좀 먹을까	영양제 뭐가 좋아	0
며칠 전에 다시 만났는데	얼마전 재회했는데	0
운동 좀 잘 하고 싶다. 진짜	운동 잘 하고 싶어	0
많이 약해졌나봐. 내맘이.	말하자면 길어	1
차단 해야할까	힘든 하루	1
이제 막 이별을.	이제 세달째	1
딱 내 취향인데	내 취향인데	0
잘 만나는 중인데 헤어지면 어쩌지 걱정돼	헤어지면 어쩌지 걱정돼	0
취미에 돈이 너무 많이 들어	취미생활하는데 돈이 많이 들어	0
머리 냄새날텐데 	오늘 머리 안 감았는데	0
그녀의 환심을 살 수 있는 방법이 뭐가 있을까?	환심을 살 수 있는 방법은 뭘까?	0
내가 호구냐구	나를 호구로 아는 사람 어떡해?	0
약속을 계속 미루는 썸남	썸이라고 생각했는데 약속을 계속 미루니까 속상하다	0
잘지내고있니	잠 못 이루는 어느날.	1
넌 너무나도 잘지내고있구나	넘 많이 먹었다.	1
정말 힘드네.	정말로 끝났네 이젠	1
마지막이 될 편지.	막장으로 가네	1
장거리 연애 괜찮을까	장거리 연애 괜찮을까	0
완전 귀여워	완전 귀여워	0
누군가를 좋아하는게 과연 행복한 걸까.	누군가를 좋아하는게 과연 행복한 걸까.	0
남자친구가 비혼주의래	남친이 이제와서 나한테 비혼주의래	0
정리가 되네	정말 꿈같다.	1
인턴 합격	인턴 됐어	0
자기 소개서 오글거려	자소설 쓰는 중	0
짝녀 보고싶다.	짝녀 보고싶다.	0
돈이라도 많으면 좋을텐데	돈 많으면 좋겠지?	0
어떻게 하면 호감형이 될까	사람의 마음을 얻는게 어려워	0
이제 끝인가봐	이제 놓아주렵니다	1
썸 타는 사람 있는데 망설여지는데	썸 타는 사람 있는데 망설여지는데	0
마음이 변하는 이유	마음이 어려워서 들어왔어	1
키가 조금만 더 컸으면 좋겠어	키 컸으면	0
꽃다발 선물 어때?	꽃다발 선물 괜찮지?	0
사귀자는 말 아니면 썸인가	사귀자는 건가 아니면 썸인가	0
그냥 보내려 합니다.	그냥 차단이나 하지.	1
9년간의 연애.	SNS 흔적	1
이 정도면 내가 좋아하는 걸 알까?	이 정도면 내가 좋아하는 걸 알지 않을까?	0
회사 체육대회라니	회사 체육대회 가기 싫다	0
다정했던 너는 이미 죽었다.	답답하네. 재회 하고 싶어	1
은근히 따돌림 당하는 기분이 들어	나 왕따인거 같아	0
이별한지 20일째	이별한지 3일째네	1
이야기를 한번 해보려 합니다~	이제 1년 됐습니다	1
참외 맛있다.	참외 먹어야지	0
동호회 나가야 하나	동호회 나가기 귀찮아	0
좋아하는 사람이 있어.	좋아.	0
사랑스러운 눈빛	눈빛 사랑스러워	0
머리 깎아야겠다.	머리 깎아야지	0
말을 못하겠어	주눅들어서 말을 못하겠어	0
짝녀 때문에 화가나요.	짝녀 때문에 화가나요.	0
내 친구에게 내 험담을 하다니	내 지인한테 내 험담했대	0
여자친구가 감정없이 카톡 답장해	여자친구가 감정없이 카톡 답장해	0
나 좀 사랑해줘	사랑한다고 말해 줘	0
뭐라 하려다 참았어	뭐라고 하고 싶었는데 참았어	0
나만 안되는 연애	나이 차이 많이 나는 남자 어때?	1
자꾸 날 칭찬하는 여자애. 나한테 관심있는거 아니야?	나한테 관심있는거 아니야?	0
짝녀한테 주말에 보자고 연락했는데 일정이 있대요. 언제되는지 계속 물어도 될까요.	짝녀한테 주말에 보자고 연락했는데 일정이 있대요. 언제되는지 계속 물어도 될까요.	0
썸녀 꿈 꿨어.	썸녀 꿈 꿨어.	0
술 먹는데 챙겨주는 짝남 무슨 의미일까요.	이별 왜 찾아오는 것일까?	1
좋아하는 사람이 거짓말을 하면 어떡하죠.	좋아하는 사람이 너무 철벽치는데 계속 다가가도 될까?	1
썸인데 영화보재 뭐 보지?	썸인데 영화 뭐 보지?	0
편안하게 보자는 말	포기해야하는걸 알면서도 난 왜이러니.	1
엄마한테 또 화냈어	엄마한테 막말했어	0
집나가도 갈 데가 없어	가출해도 갈 데가 없어	0
만난지 1년인데 결혼해도 될까?	만난지 1년인데 청혼해도 될까?	0
많이슬퍼하고 그리워해야	맘 추스리며.	1
미쳐	미치겠습니다 연락하고 싶어서	0
비싼게 맛있어	입이 고급이야	0
스트레스 푸는 방법	스트레스 받는 데 어떻게 하면 좋을까	0
사랑해서 너무 행복해	사랑해서 요즘 많이 행복하다	0
여자들이 좋아하는 남자들 스타일이 어떻게 됨?	여자들이 좋아하는 남자들 스타일이 어떻게 됨?	0
건조하네	되게 건조하네	0
월세방 비싸	월세 너무 비싸	0
대기업은 접어야 할 듯	대기업 아니어도 될까?	0
맘 편한 데가 없어	마음 둘 곳이 없어	0
면허 없는데	면허 없는데 따야겠지	0
먼저 고백하는 게 좋을까	그냥 먼저 고백하는 게 좋을까	0
고백 받으면 기분 어떨까?	고백 받고 싶어	0
청첩장 고르고 왔는데 맘에 들어	오늘은 청첩장 고르고 왔어	0
600일 좀 넘은 저의 사랑 그리고 이별이야기	6개월만에 다시 만납니다.	1
친구 사이 같이 지내는 연애 하고 싶어	연애하면서도 친구 같으면 좋겠다.	0
무너진 신뢰 쌓아가기	무서운 감정기복	1
연애도 좋지만 내 시간도 중요한 나 정상일까?	연애보다 내 시간이 더 소중해	0
마음이 꽉막힌듯해요	마음이 더이상 커지지 않았으면 좋겠어	1
돈 빌려줬는데 연락 안 받아.	돈 빌려줬는데 전화 꺼져 있네.	0
집 팔거야	집 팔려고	0
가족들이랑 어디 가지?	가족 여행 어디로 가지?	0
일하면서 애키우기 힘들다	워킹맘 진짜 힘들다	0
곱창 생각나	곱창 먹고 싶어.	0
나보다 친구들을 더 좋아하는 남친.	나이들수록 좋아하는게 두려워져요.	1
짜증 수준이 되어버렸습니다	짧은 시간이었다.	1
스테끼 먹은거 몇 년 만이냐	오랜만에 스테끼 먹고 싶어	0
저도 가슴 아픈 이별을 했습니다.	적응이 안되네.	1
내가 너무 쉽게 보였나?	내가 쉬워보이나?	0
헤어진 여자친구와 재회하고 싶어	헤어진 지 2주 파혼	1
그냥 공무원이 좋을 듯	공무원 준비할까	0
내가 좋아하는 걸 티냈는데 못 알아챘을까?	내가 좋아하는 걸 티냈는데 못 알아챘을까?	0
가슴 한편이 꾹꾹하네	가슴이 아프네	0
소화시켜야 하는데 움직이기가 싫어	너무 많이 먹어서 소화시켜야 하는데 움직이기가 싫어	0
자꾸 봐주니까 기어오른다	자꾸 화가나	1
그사람도 이별을 준비 중인 걸까	근데 헤어지고 별로 힘들지 않은건 왜그런건가?	1
다른 사람도 다 힘들겠지?	누구나 힘든거지?	0
사랑이 뭔데 힘들게 하는지	사랑이 뭔데 이렇게 힘들지	0
미치겠습니다 하	미친게 맞는걸까.	0
술이나 마시고 싶다	술 좀 마실까	0
의외야	의외인 점이 많은 사람이야	0
잘 참아오고있는데	잘살아야 되는데	1
중고로 사길 잘 한거 같아	중고로 잘 산 거 같애	0
너무 추우니까 아무 생각도 안나	결혼하고 나니까 너무 맘대로 하는 거 같아	1
나 혼자만의 썸일까?	나도 모르게 니 생각을 하고 있어	1
결혼해서도 설렐까?	계속 살아도 될까?	1
싸우다보니까 사랑했던걸 까먹어	자꾸 싸우다보니까 사랑했던 것도 까먹어	0
남자친구가 여사친들이 너무 많아	남자친구 게임을 너무 많이 해	1
탄생의 이유 알아?	나는 왜 태어났을까	0
당당하기가 어려워	항상 당당하고 싶어	0
다른 사람은 다 행복해보여	나만 빼고 행복해보여	0
마음에 하나도 안 들어	다 마음에 안 들어	0
넘넘 외로워 죽겠어	너무 외로워	0
실수한거 같아	나 실수한건가	0
에어 후라이어 사고 싶다.	튀김기 사고 싶다	0
나를 좋아하는 사람을 만나는 건 축복일거야.	내사람을 만나는 건 축복일거야.	0
나 혼자서 축구 본다	혼자 축구 보는 중	0
썸에서 발전하고 싶어	썸에서 발전하고 싶어	0
좋아하는 감정을 스스로 다스릴 수 있을까?	좋아하는 감정을 스스로 다스릴 수 있을까?	0
이별한지 4개월째.	이별한지 오개월째	1
너 이러면 미워한다	미워	0
썸 타는 사람이 셀카 보내는 건 마음 있는 건가	썸 타는 사람이 셀카 보내는 건 뭐야?	0
나 뒷담화하는 애 어떻게 할까? 	나 뒷담화하는 애 있다는데 어떻게 하지? 	0
삼겹살에는 역시 소주지	삼겹살에 소주 한잔 먹으면 좋겠다.	0
우산 또 사야하나	우산 몇 개째 사는 건지	0
좋아하는 남자 표정이 너무 차가워서 다가가기 어려워.	좋아하는 남자애가 바람둥이 같은데 계속 좋아하면 안되겠죠?	1
방금 너무 울었어	방금도 엉엉 울었네	0
쫄면 생각나	쫄면 먹고 싶다	0
집을 왜 물어보지	집이 어디냐고 왜 물어보지	0
로또 당첨 번호 불러봐	로또 번호 알려줘	0
하우스푸어될듯	하우스 푸어가 될 거 같아	0
이제 일주일	이제 정말 끝이겠죠	1
좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음. 쪽팔려.	좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음.	0
친구네 간다.	친구네 놀러가.	0
비밀번호 기억안 나	비밀번호 까먹었다	0
짝사랑 하는 사람보다 좋은 사람 만날거야.	짝사랑 하는 사람보다 좋은 사람 만날거야.	0
진짜 하루하루 너무 마음 찢어지고 숨 못쉬겠어	질질 끄는연애 드디어끝이네.	1
결혼해도 될까?	계속 사랑하고 싶다	1
천재였으면 좋겠다	쪼금만 더 똑똑해지면 좋겠다	0
오랜만이네	오랜만이네	0
남자친구 또 운동 갔어	남자친구가 너무 운동만 해	0
좋아하는 애랑 같이 있으면 나만 이래?	좋아하는 애랑 같이 있으면 나만 이래?	0
판도라의 상자를 연 기분	판도라의 상자를 연 거 같아	0
아침에 일찍 일어나서 뭔가 해야겠어.	아침에 일어나서 뭔가 해보려고	0
헤어지고 나니까 휘청거리네여	헤어지고 뜨문뜨문 연락은 다시 시작하긴 뭐하고 남주긴 아까운 뭐 이런마음인건가?	1
내 아이돌이랑 연애하보고 싶다	내가 무의식 중에 무시하는 듯한 말투를 썼어	1
친구로 남는게 좋을까 그냥 고백할까?	친구로 남는게 좋을까 그냥 고백할까?	0
결국 파혼했어!	결국 헤어졌네.	1
좋아하는 오빠가 날 어리게만 봐.	좋아하는 오빠가 날 어리게만 봐.	0
좋아하는 사람이 자꾸 나한테 전여친 얘기해.	좋아하는 사람이 자꾸 나한테 전여친 얘기해.	0
짝남이 운동선수인데 연락하면 귀찮아할까?	짝남이 운동선수인데 연락하면 귀찮아할까?	0
몇 년을 좋아했는데도 관계가 달라진게 없어.	몇 년을 좋아했는데도 달라진게 없어.	0
키 큰 여자는 별로인가?	키 큰 여자는 별로인가?	0
열심히 공부해야지	이번 학기 열심히 살아야지	0
좋아하는 애가 좀 노는 애인데 좋아해도 돼?	좋아하는 애가 좀 노는 애인데 좋아해도 돼?	0
안경 쓰는 여자애 좋아하는 남자 있어?	혼자만 설레고 혼자서 끝내는 짝사랑 그만할래.	1
결혼할 때 되니까 너무 바빠	이 결혼 잘 한 걸까	1
여자친구한테 더 이상 설레지 않아	여자친구한테 더 이상 설레지 않아	0
수영하러 다닐까?	수영 배울까?	0
개념이 없어	개념도 놓고 옴	0
남편이 왜 애키우는거 안 도와줄까	남편이 육아에 무신경해	0
이자 왜 이렇게 많지?	대출 이자 왜 이렇게 많이 나오지?	0
자존감 좀 높이고 싶다.	자존감 어떻게 올려?	0
지금 가장 힘든 거는	지금도 전하지 못하는 한 마디	1
배려 있는 사람이 좋은데	배려 잘 하는 사람이 좋은데	0
벌써 방학 끝이라니	벌써 개강이라니	0
또 뭘 먹나	오늘은 또 뭘 먹나	0
사랑 존재하기는 해?	사랑이란게 있기는 해?	1
남사친인데 요즘 관심 가.	남사친이었는데 요즘 조금씩 좋아져.	0
맨날 똑같아	별다른 게 없어	0
헤어진지 한달하고 이주 정도 되었네	헤어진지2주가지났네	1
울 남친은 애교가 많아	남자친구가 애교가 많아	0
위험한 사랑 해도 될까?	위험한 사랑 해도 될까?	0
남자는 호감 없으면 연락 안해?	남자들이 싫어하는 여자들 특징은 뭘까요.	1
불토 달리고 싶다	붙잡으려 말 것!	1
죽어가는.	준비중	1
카톡프사 바뀌었어	카톡으로 사진을 보내왔어	1
그는 내 마음을 알까?	내 마음을 알까?	0
짝사랑 끝내고 나니 마음이 공허하다.	짝사랑 끝내고 나니 마음이 공허하다.	0
피피엘 너무 심하네	PPL 심하네	0
밥 먹었는데 배고파	밥 먹었는데도 또 배고파	0
생각할수록 머리 아파	머리 아파	0
어디서 맛난 냄새가 나는데	맛있는 냄새나	0
썸남이 다른 사람 감정에 좀 둔한듯	썸남이 곰돌이 같아. 좀 많이 둔한 듯	0
후 아직 헤어진것도 아닌데	후밤에 집에 혼자있으려니 답답하네	1
여자 친구랑 연락이 안돼	여자친구랑 전화 안 받네.	0
자취한다는데 뭘 챙겨줄까?	자취한다는데 뭘 챙겨줄까?	0
참 무섭네 사람 마음이란게	참 잘낫네	1
회사 사람들이 아직도 불편해	엄마아빠랑 다시 같이 살아야돼	1
친구한테 몇 년만에 연락해도 되나	연락 안 하던 친구한테 연락해도 되나	0
헬스장에서 인사하는 사람 맘에 드는데 번호 달라고 할까?	헬스장에서 인사하는 사람 맘에 드는데 번호 달라고 할까?	0
사랑 때문에 죽고 싶어	그 사람이 좋아서 죽고 싶어	0
청첩장 돌리기 귀찮아	청첩장 돌리기 귀찮아	0
씻고 자야 되는데	씻고 자야지	0
오늘 큰맘 먹고 연락했습니다	오늘 큰맘 먹고 연락했습니다	0
왜 나를 의심하지	증거도 없으면서 나만 의심해	0
짝남이 잘생긴건 아닌데 착해.	짝남이 잘생긴건 아닌데 착해.	0
커피 맛있어	불 날 뻔	1
수수한 여자가 좋아	이별 너무 힘드네ㅠ	1
여름을 시원하게 보내는 방법	이번 여름 너무나 더워	1
이제 놓아 주려고	이제 마음을 정리할 때가 된거같아	0
짝녀는 짝녀일 뿐이건가.	짝녀는 짝녀일 뿐이건가.	0
짝남한테 시덥지 않은 걸로 선톡해도 될까?	짝남한테 시덥지 않은 걸로 선톡해도 될까?	0
꽃선물 받고 어	꽃 받고 싶다	0
변화를 좀 주고 싶다.	나 바뀌고 싶어	0
살찐 거 같아	또 살찐 거 같아	0
개인적인 일도 다 시켜	개인적인 업무까지 다 시켜	0
회사가는 길에 매일 보는 사람 있어	출근 길에 맨날 보는 사람 있어	0
알뜰폰 괜찮을까	알뜰폰 어때?	0
내가 좋아하는 거 티내면 싫어할까?	내가 좋아하는 거 티내면 싫어할까?	0
단둘이는 처음 만나는 날ㅋㅋ	단둘이는 처음	0
그녀는 내게 돌아오지 않아 이젠 잊어야해.	그녀를 떠나 보냈습니다.	1
내 마음 알면서도 모른척하는거면 어떡해?	내가 너무 이기적이었어	1
대학 나온 거 부러워	좋은 대학 나온 거 부러워	1
학원에 좋아하는 남자애가 생겼어요.	학원에 좋아하는 남자애가 생겼어요.	0
위로가 필요해	너 위로 잘 하니	1
사표 낼까?	일 때려칠까?	0
나 어장인듯	어장 관리하는 것같아	0
완벽하게 좀 하고 싶다.	완벽해지는 방법	0
마지막 말	마지막 사랑	1
상속주택의 나라사랑대부를 계속 유지할 수 있는지요? 	성경구절중에 사랑한다는 표현하는 구절좀 	1
최고다 행복해	인생에서 최고의 행복	0
길에서 담배 피우는 사람 싫어	간접흡연 싫어	0
실험실 더러워	실험실이 너무 더러워	0
회사 사람들이 아직도 불편해	후.ㅎㅎ	1
대리효도 짜증	대리효도 극혐	0
술 한잔만 마셔도 어지러워	술을 너무 못 마셔	0
썸 타는데 사랑하다고 말할 수 있음?	썸녀한테 사랑하다고 말할 수 있음?	0
아이공 허리 아파라	허리 아파	0
입 안이 텁텁해	입이 텁텁하다	0
수학여행가는데 옷 뭐입을까	수학여행가는데 입을 게 없어	0
장거리하다가 결혼 가능할까?	장거리하다가 결혼 가능할까?	0
도시락 싸왔어	도시락 싸옴	0
화장 안했는데 썸남이 영통 걸었어.	화장 안했는데 썸남이 영상통화 걸었어.	0
결혼하자고 말할까?	같이 살까?	0
놀아줄 친구가 없어	친구 없어	0
십년감수했어	나 죽을 뻔함	0
어린이집 입학식 가야겠지	어린이집 입학식 꼭 참석해야하나?	0
그녀가 정말 떠납니다	그녀로부터 연락이왔습니다	1
썸남 목소리 듣고 싶어.	썸남 보고 싶어.	0
벌써 생활비가 없어	생활비 다 썼네	0
자꾸 꿈에 나와여ㅠ ㅠ	자꾸 심하게 차였는데.생각나네	1
하울이나 할까	쇼핑이나 할까	0
짝녀한테 공부 가르쳐달라고 해볼까	짝녀한테 공부 가르쳐달라고 해볼까	0
이별 5달	이별 괜찮타.	1
저는 4시간에 걸쳐서 정리를 했습니다	저도 어쩔 수 없는 찌질한 남자인가 봅니다.	1
바람이나 비슷한 일 용서해주신 사람 있을까 ?	바빠졌으면 좋겠어	1
졸업식이야	와우 드디어 졸업한다	0
괜찮을줄 알았는데	구걸하듯 사랑하지 마	1
나약한 생각	나의 자만심 때문에	1
썸탈때 스킨십 해도 돼?	썸탈때 스킨십 해도 돼?	0
이별 후 한달	이별. 몸이 버티질 못하네.	1
가족한테 스트레스 풀었어	스트레스를 가족한테 풀어	0
좋아하는 사람 이상형에 나를 맞춰야 할까?	좋아하는 사람 이상형에 나를 맞춰야 할까?	0
결국 연락을 해버렸네.	결국 이렇게 될 꺼면서.	1
보이스피싱 전화왔어	보이스피싱 당했어	0
헤어진 여친에게 문자 보내려고.	헤어진 지 한달됐습니다	1
더 이상 사랑 때문에 상처받기 싫어	도대체 왜 이러는걸까	1
정수리 냄새	정수리 냄새 난 거 아니야?	0
발렌타인데이 선물 비싸	발렌타인데이 초콜릿 비싸	0
먹을 거 뭐 없나	뭐 먹을 거 없나	0
끝까지 함께 할 거라 믿었는데	끝이 보이지 않는 터널 같습니다.	1
맛있는 거 먹는데 생각나는 사람	맛있는 거 먹을 때 생각나는 사람	0
다시 사랑이 오겠지?	더 알고 싶어 지는 사람이야	1
짝녀가 절 신경쓰는 것 같은 건 내 착가인가요?	짝녀가 절 신경쓰는 것 같은 건 내 착가인가요?	0
오늘 왠지 고백 받을 것 같음.	오늘 왠지 고백 받을 것 같음.	0
상처입은 사람한테 다가가기	상처 있는 사람에게 다가가기	0
오늘도 과거속에 머물며 제자리걸음이네	오늘도 연락하고싶은거 꾹.꾹 정말 참았습니다.	1
썸 타는 사람이 꿈에 나왔어.	썸 타는 사람이 나오는 꿈 꿨어.	0
유부남됐어!	유부남됐어!	0
그냥 다 포기하려구	그냥 보고싶다	1
두 여자 사이에서 갈등하고 있어	두 여자 사이에서 갈등하고 있어	0
썸도 문화차이가 있나	흑기사 해주는 짝남.	1
소나기 내려	비 온다	0
내가 좋아하는 걸 티냈는데 그 사람은 반응이 없어.	내가 좋아하는 걸 티냈는데 반응이 없어.	0
이제 겨우 일주일 됐네	이제 나 자신으로 돌아와 아름다워지고 싶어.	1
잊혀지면 얼마나 좋을가.	자기관리가 답인듯.	1
기침도 못하겠어	기침도 편하게 못해	0
신혼 길게 즐기고 싶어	신혼 생활 길게 즐기고 싶어	0
내일 하루 종일 바빠	낼 바쁘넹	0
여자친구가 너무 이쁘고 내가 못 생겨서 너무 자존감이 떨어짐	여자친구가 너무 이쁘고 내가 못 생겨서 너무 자존감이 떨어짐	0
입장이 바뀐 상태에서 오랜만에 와보내	잊기가 너무 힘드네	1
썸남 아직은 좀 부담 돼.	썸남 가끔 부담 돼.	0
점점 나아진다.	조금씩 잊고 있어	0
아무 것도 할 수 없는	아무리 기다려도 이젠 안돌아오나봐	1
사과해야 하나?	사람과의 이별은 아니구	1
회사랑 집 가까우면 좋겠다	회사 옆에 집이 었으면	0
시누 좀 이상한 듯	시누이가 이상해	0
엄마가 안 왔으면 좋겠어	학부모 총회에 엄마가 안 왔으면 좋겠어	0
라면 먹고 잤더니 부었어	라면이랑 김밥 먹고 싶다.	1
너무 두려워.	너무 보고싶네.	1
다시 힘들어지네 ㅠㅠ	다 잊은것 같다가도 생각나	1
내가 너무 방심했어	방심하는게 아니었어	0
뉴게임 없나?	새로운 게임 없나?	0
그녀를 닮은 여잘 보고	그녀를만나고와서	1
영화가 재미 없어	영화봤는데 재미 없어	0
연애 감흥이 점점 사라져	점점 연애 감정이 사라져	0
와 미친거 같네	완전히 끝났네	1
사진을 보다가	살만 찌네	1
진짜 무력하다	내가 무능력하게 느껴져	0
팀플 안 하면 좋겠다	팀플 좀 안 했으면 좋겠다	0
썸 타는 중에 데이트 비용은 누가?	힘들어서 결혼할까봐	1
한번쯤 진하게 아픈것도 괜찬아.	한숨	1
좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.	좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.	0
스터디 하다 만났어	스터디 하다 만났어	0
짝남 표정 안좋아서 괜히 신경 쓰여.	짝남 표정 안좋아서 괜히 신경 쓰여.	0
절친이 오늘 모른척했어	절친인데 쌩깠어	0
칭찬 좀 해줬으면	칭찬 좀 해줬으면	0
통장 잔고가 하나도 안 남았어.	통장잔고가 0이야	0
나들이를 가볼까	바람 쐬러 나갈까	0
짝녀가 고시생인데 언제까지 기다려야 할까요.	짝녀가 고시생인데 언제까지 기다려야 할까요.	0
썸타다가 갑자기 연락이 없어	썸타다가 갑자기 연락이 없어	0
헤어졌다가 다시 연애하는데 잘 사귈 수 있을까?	헤어졌다가 다시 연애하는데 잘 사귈 수 있을까?	0
오늘 헤어졌어.	오늘도 버티고 버팁니다	1
그녀의 결혼 너무 가슴이 아프네	그녀의 소식 친구로부터 전해듣기.	1
다른 사람을 설득하는 거 힘들다.	다시 한 번 설득해 볼까	1
외롭지만 혼자 걸을수 있어_조성모	욕까지 먹었는데 정이 안 떨어져	1
전 너무 이기적인데 저를 좋아해줘요.	이기적인거 알지만 그래도 좋아해줘요.	0
여우같은 애한테 당했어	여우한테 당했어	0
다 잘맞는데 가치관이 다른 연애가 고민.	댄디한 남자 사귀고파	1
더워서 잠을 못자	요즘 잠을 못자	0
울면서 카톡 보냈어 너무 힘들어서	원래 여자들은 냉정하나	1
미끄러질 뻔했어	나 넘어질 뻔했어	0
걸레질도 해야 돼	물걸레질해야지	0
핸드폰이 잘 안돼	핸드폰이 맛 간거 같아	0
언제 사랑 받는구나 느껴?	언제 사랑 받는구나하고 느껴?	0
좋아하는 여자가 톡을 씹어.	좋아하는 여자가 톡을 씹어.	0
내가 좋아하는 사람이 나를 창피해하는 것 같아.	내가 좋아하는 사람이 나를 창피해하는 것 같아.	0
예의 차리래 지는?	나한테만 예의 차리래	0
카리스마 있는 사람이 좋아	카리스마 있는 사람이 좋아	0
구속을 너무 많이 해	구여친이랑 헤어진지 꽤 됐는데 좋아하는 사람이 없음.	1
알바 집 알바 집 이게 뭐냐	알바만 하고 살고 있어	0
서핑하러 가고 싶다	서핑하러 가고 싶다	0
짝남한테 늦은 생일 선물 주러 가는데 떨려.	짝남한테 늦은 생일 선물 주러 가는데 떨려.	0
교양수업 시간에 마음에 드는 애 있어	교양수업에서 마음에 드는 애 있어	0
오늘처럼 사랑하기	오늘처럼 사랑하기	0
깨끗하게 보내야 하는데	꿈 때문에 새벽에 깨게 되네.	1
결혼하면 안 좋은 점?	결혼하면 나쁜 점	0
남자들 진심으로 좋아하는데도 이렇게 행동할 수 있나요?	남자랑 단둘이 술마시는 여자친구를 이해해줘야할까?	1
